conversation_id,clean_message,golden_intent,notes
7501fda9f175f842404e889e7345e46a,notification and reminder alerts aren't appearing on my phone. Tried resetting. Didn't work. iPhone 6S running iOS 10.3.3,,
d3363ddb021a35ca713bf3419d0a16c1,Like seriously? My iPhone 7 is hanging like anything. The Applications aren't responding mostly. Vol reduces on own.,,
3260f38de582d9cbcdca87b2c4f5e030,"Not at all helpful to anyone who is 100% colorblind. While the keyboard is now harder to use, the text size is a bigger problem.",,
009355fb72456733ac587b7344dfcab7,iOS 11 is becoming very frustrating using 7 plus after update phone hangs while messaging and randomly while using,,
02589d7a33ac8dc9cec0826d2d09b5c0,.@115858 I’ll have to find a new podcast app now that you’ve ruined the stock one. What’s wrong with a list? Not everything must be tiles.,,
a1d176b7afed95152accf2ba74d09ac3,"Hi, this is email I received. https://t.co/c3gMQqNu6r",,
b92158a076070362f1eed9fdd59519b1,V cool that the iPhone update making my phone unusable to talk to important people in my career field great thank u @115858,,
bdff1499980b53c573f08319fa89c692,I don’t even have an option to turn it off @115858 fix this,,
afc823480bfe382d82157dfc68c1fe2a,Can't u shut down scams like appleassist(dot)me? Got a robocall that directed me to an offshore agent trying to get my iCloud.,,
ac74d2099ead509016528e7c437a01cf,I am using 10.3.3,,
1d18f125b24f62bff9e6992acf111fde,thanks for fucking up my iCloud and making me loose just about everything from my phone 👍🏻,,
da0e0009832766a9a9668e225bfdec7c,"My music sometimes doesn’t appear on my home screen or control center when it’s playing, the keyboard is very slow, the notifications are always glitching, my phone is just overall really slow, please fix it",,
6a2e789b7628666bc20e19b8800724bd,Wow Bradley left me too y’all 💀😂,,
0cdf8e7f8cd7a380bbc79c947f228764,Are you going to buy back my phone so I can get a #Pixel2?,,
46bec4b0a42629e03338c9cea1b9b162,"since I updated my 📱 constantly echoes during calls, sometimes it won’t call, 📱 freezes a few times a day plus lots more probs",,
14142e8c026ffc7840cbfde941eb5b63,after downloading iOS 11 my battery does not last even through a whole day of no use. Is there something I can turn off to fix,,
003b96a748bd804287069e075bba8391,I liked about 20 topics and I still get news I’m not interested in. It worked better before the 11 update.,,
d282e8faa11fa84130d53f80643ea8d1,Phone audio? It records. It’s on and off sometimes,,
5bdffe7548a45dc36284d5dcf4c68833,how do I get an appointment for the Genius Bar!,,
0f16e378fafe8a2b961d1416f79d5f39,Could the back up of apple watch and health really be done separately? Now losing data ...,,
f96bb4827d1010fcef430afef6c385a7,Restriction are disabled for all applications,,
25a4ec791fdd3107fe12da0d54627284,"Hi why does my iphones brightness just randomly lower?? Auto is off, it's all the way up and my battery is 90% ????? @AppleSupport",,
1ef98ccd083789e366008e51d85fd6ba,Resetting all settings fixed the issue,,
51568c8231d39fa7800bd90f518d7ab0,"updated @AppleSupport 11.2 last night, plugged it in over night. was almost dead. Woke up unplugged and 3 hours later dead batt! Wtf!??",,
38cbc72487cad9c7885322832b1e55a5,Could this have something to do with the iPhone X how it has that camera in the top of the screen?,,
2765e312efc609d74cd37e8af087f6d5,"wow, after update awhile ago. How does my 7plus lose 7% batter just sitting next to me? This update drains battery!",,
0c3b918c62346102b081c7fd4cffc12f,Is their a quicker way to enable it other than on the accessibility options?,,
5a6173b6696cf3be6b4992340287d66d,iOS 11.2 works even slower my iPhone 6s Plus keeps freezing. I reset and did other thing how can this be fix .,,
49b34e3e4a7c78f468104cf6eb746f92,no puedo descargar ninguna app con iOS 11 😡 @AppleSupport,,
4327b2aed391ba72a170eff0f88b1b51,is there a way to have a family Apple Music package without having my family members able to make purchases using my card?!,,
06ae0c1c7d83d147ab7152edcaeb1c51,Hey @AppleSupport I think you need to fix Siri... https://t.co/do6gU3aF8T,,
d8bbc0a6daa3a2f36a5c589033a1db97,Hey I fixed it. It was actually a problem with my Wi-Fi connection. But it's all solved up now! Thanks! :))))),,
6fdfc283481a99d591e9548b08642b96,ios 11.2 sucks! The carrier name on the upper side is gone but it goes back a little while. My phone freezes every time and https://t.co/uO1hj9HhxB,,
a80cba401ff0f6ca36dbc6751ddd949d,When your laptop breaks just in time for midterms. @AppleSupport @115858 😩😩😩😩😩😩why,,
7eca82bef1a92ca904094a3b612a05c8,Hey @115858 ever since updating the iPhone iOS my 6s keeps freezing on apps/needing to be restarted. Any fix or is the “fix” to buy a new one,,
c27d8ef26e61ce79d9dd370690397fe4,iOS 11 has wrecked my iPhone 7. Phone is slow keeps freezing. Very poor show.,,
af2e5d6f09f6ef5575ab2024ef59da5c,when do you guys plan to fix the f..king battery drain issues after iOS 11 update . #rant,,
efc55f7af68174733c04192b81a575eb,"Hi, my apple id has been ""locked for security reasons"" but i dont have access to the recovery email anymore. Please advise?",,
0bf8714f2fbd86ba89e6529f97e2f924,I’ve messaged you.,,
a184de75699a76335748a98197783d9f,so my iPhone worked fine til these updates,,
36f85d9f28a022c796b01d2cbb21cdef,"downloaded ios11, my screen is auto dimming, how do i change this? As the turn off button has gone? #hateit #help",,
6035a0bea40b3a1293443edf726cc8cd,Hi @AppleSupport. There seems to be a bug in my MacBook pro. Literally. #applebug #mac https://t.co/n4toSTtFvB,,
1432214913825a1e69b9cb701e6b4e37,my friend needs help cos she can’t update too ios11 she’s a mongo sorry https://t.co/jMqtumx3i7,,
9e26f02f70bfc4bf6c146f7ac58a90ff,Yes!,,
779068e8b963841f8eb39d73896e3385,My phone started lagging as soon as i updated it 😡😡😡 i see what ur doing @115858,,
7d78388a78d94e4dbd251c48dd8f9e24,I updated my iPhone to ios 11 its crashing and freezing what do I do,,
2d78ebafcfd47e49b272e34197d4a769,Apple reveals hundreds of new emojis for iOS 11.1 in next week's public beta. No date for the official release. https://t.co/tB13A7CJs9 https://t.co/Ex3hVwO3gI,,
8796c6f8f0bca015ee1764aa2063a799,you’ve just confirmed that you don’t feel I can make a decision of when i want my wifi and BT on. You chose for me. Hello @125607 !!,,
8c92f6f0aa8089ab5181237869f02126,i’ve hardly seen any notifications in two weeks why does every iOS update glitch my phone 😫 @115858 change it back pls,,
513da34f73aff4a4586de2b8f2fe1c47,I'm obviously connected to the internet and have multiple wifi available and have tried them all. Why can't I update? 😭 https://t.co/9TkeNbFQk8,,
e7d2b67480feafbf4217ab4f80e3278d,No I didn’t sign out all I did was update iOS and it messed up my music when I updated after a whole day of fixing it im 3/4 of the way done,,
5da5365217e32a9bf4b0c458c8ef6ed6,My battery is melting since the last #iOS update... What happened here @115858 ? got an #iPhone SE and never seen my battery drain like this!,,
e93dffb616d6cf9027f0a41c055c7f0e,@AppleSupport ok thanks,,
0ed35ca82b95ecf5043e41e723d7b308,ohhh but my iphone doesn't work with iOS 11... I'll have to wait to a new iPhone! ;) Thanxxx,,
8cb2b664c8b891372066648218d9f2ef,"Why does my iPhone send a hidden SMS to +447786205094 on iMessage activation?You should stop it, i’ve been charged many times😡",,
6f599e962d0e4c0366483388c144ecc0,👏🏼👍🏼 Thank you so much. I gotta say it’s a weird place to put it when there’s an existing ‘display and brightness’ section! @115858,,
660bcb7a26f26e3c581d1beb588790a7,@115858 Did you find fix? Mine does the same. So frustrating,,
d474be09342c559a545a729410a74962,my iPhone 6 keeps freezing every 10 minutes since iOS 11 please do something https://t.co/LS2PRJ0Yqt,,
201eb543efd190db090743d54e880771,Where can I find my wish list on iOS 11?,,
e76c7f2f0fd0438f7ad0a732f75776a5,7. And this started with your latest update. Battery was fine before then.,,
95c8dd3ba75b7e759b753815f1774646,need some help w/ apple business... not sure how to get assistance. vpp is stuck in verification status. need help urgently,,
1b4671658b6be923bbbb28eb48d731e9,@AppleSupport @118721 https://t.co/8G5mRNlKoJ,,
af45e634b88201e5b364f350fdd61ec9,my iPhone7+ is telling me I need to update my payment information before I can update or redownlaoad apps so put my card info,,
fae3722d0f01dda90d45c9d5b8e22e6a,"How TO GET BACK OLD IPHONE POWER? Phone is laggy, low battery life, wifi connection is bad....",,
bb0c2e359246350095df83a62e53706b,Hey @115858 just wondering why you can't make a charging cord that lasts longer than a few months. They are garbage and should be free.,,
9ea7b450caae1916c79e8a96a11c496d,my alarm clock is no longer working since this recent update.,,
7cba4bd14811c46f5f6e45426ec73540,@126 the Instagram app crashes in ios 11.0.2 What should be done?,,
cb3847e6c448b8eeb3a2374cbc7e4b6d,It crashed while I was sending a text and now that it's back on it won't connect to wifi. Taking it to the Apple store now :/,,
a7afefae79d8ff1056555e6f6e0e388f,Well done @AppleSupport not only do you release an ios that drains my battery but also one which drains my data! #BacktoBasics,,
de57f140ea4880d7b0f1fd8c25fd7138,It’s mainly not being able to make or receive phone calls unless I hard restart it will work for a few hours and then stop. Hard for work,,
77265e429edc6a7b8633b384e903d270,Yo @AppleSupport can y’all call me or something because my iPhone just deleted my Apple ID and won’t let me sign in now.,,
b47aeedcd9e9765ffaf6a1c79a6bc39c,I'm waiting for an answer from you,,
65b567a9b40b8773816592e34be959c0,"Email replay asking to stop spam, bounced with links to support pages that offer no support.",,
c8ea270fd5b981a829e01d7b51b3baca,been doing this for the last 15 mins 👍🏼 https://t.co/jpSqigeaBy,,
a46100e51575d4fee3675888c2eaae47,Yes. Safari is crashing &amp; my icloud was closing this morning.never had a problem with my ipad before.Is it an other problem than te update?🤔,,
f91412e7eb49add6d790d3be235ace6b,@268472 OS X 10.11.6 with 12.7.0.166 Radio is not working as well. Play buttons on stations are unresponsive.,,
e6dbe64bd25c242a67f55428d8fd4105,I’ve never regretted updating until now.,,
8f459a17d94a0933365540ca02b921b0,Been using iPhone for the last 5 years. This is the worst iOS update ever. Have to restart my iPhone 50 times a day! 😡 @AppleSupport @115858,,
002d5908029d7a15b7aab299a6b9726d,- Your 11.0.2 update has caused our iPhones &amp; iPads unable to Air Print to our HP Envy 4650 printer. HP says it’s your issue.,,
845be5bf852a370e892e36a7d5daf1a2,"Hello and good morning. Everything is up to date. The watch, the phone and all the apps. :-/",,
fbb7fd87fa421805d7cc121d074bc3f7,99% sure I just all my contacts on my phone. @115858 pls send help. https://t.co/MVzkgDpGAW,,
a0a91b9ed3164ce9d946751dffca060e,I just bought an iPhone 8 plus and I was trying to pair it with my watch,,
9bf78dd7f0683e2716be3095b862a111,@1542 update has screwed the media VS ring volume. If Ring volume is less then media volume is less.,,
7616a2a958f7c532a25b57c7a8de93e1,"Hi. Yes, even after rebooting. I think it’s the design itself? Version below. https://t.co/bCDC5jm5Kc",,
5b81cce6c7cf8ec6bd35647c2224a421,"This started happening when I updated! I did once and it fixed it temporarily, but then went back to just playing Radar. I’ll try it again!",,
ea1a32632ceb296b5ccc86229ef1eba0,"I’m getting password reset emails from an unknown source a couple times a week, do you really recommend resetting every time?",,
998bf0ec242308b47bdc06f9da59dd62,what are my options here?,,
f46cde9e24b89bef120b0e808cfeaa31,Thanks! You too!,,
ad98498349b98749bdc8370267655199,my battery life has been horrible since I’ve upgraded my software please do something 😭😭😭😭😩,,
4224b810d7bb8566dabc4167eb7568ad,Yes on an Apple TV my point is movies were listed as 4K aren't now,,
dc28248bfa7498e52cfe4fc1c3aa608e,this new update is horrible. I can’t even change my music when I’m on my lock screen... Makes for walking and running annoying...,,
29d8e794c40b503b4a66f328e1218b8a,This doesn’t address my concern in any way.,,
72826adc103a9393d44fd2b776c65089,"Can you please fix this bug? German locale, OS 10.12.6. At least there must be a warning that "","" should be used. @81903 https://t.co/gHiz9Dn8e1",,
0a80d9b105d9d56c5220eb7e08b73c4a,@115858 11.0.2. The same issue after rebooting,,
f111b3ce6724e69041202d597efe44d1,"Network calls don’t work since upgrading to ios11 yesterday,can’t hear any audio can only use WiFi/data calls!! @AppleSupport @115858",,
3a5d75a063f85ccec4697a1a1478c653,. @115858 my laptop not letting me use my keyboard or mouse.... y’all need to help me out,,
a857835d7a11ce202eefe55588aa5dfc,"Today my phone randomly deleted 7 years worth of music &amp; I can't restore it from my computer bc when I updated it, it deleted everything...",,
1f4a09b33d1084dfa40591dfd93a9671,Sent a DM. please help,,
be207bd6868de4360f29784b1bfb04d4,All my pictures are 100% blurry and nothing will upload on anything go fuck yourself @115858 @126 🤗,,
057d80b38f375da785a9c37850d4f449,have well and truly corrupted my iPhone with the IOS 11 update! #fuming,,
d9ea18eba1a014b6ae62ada4439b79e3,Why does my iPhone 6S Plus keep doing this at random when I click the home button? https://t.co/f6OrwzQ7gj,,
382e4aa088708bc33f8911726a298ffc,every time I love a song it goes to the bottom of my playlist: https://t.co/l5CAiAiK5h,,
ef56394ece66a1cc925e997a36916db8,having serious issues with my battery performance on my 6s after the new upgrade.,,
2736bdb705e55e233718b8ccfbc2f5b6,Thanks for coming back to me - it just loops straight back to that error screen instead of booting into MacOS.,,
1f84855163b8637805d8170808c12b9f,How could you release such a buggy macOS High Sierra to the public? I have to Restart daily - Sometimes twice a day due to bugs!,,
aef081b11552c1e4051ec952895c4a5a,"Yes, several times, those two updates keep on coming.",,
a41bf8aeb867a87a076133a5355217ef,@115858 Updated mine and it kept turning off.🙃,,
2a5490d7b9c73f3b5a67842d9bdced8f,So all my texts outta whack &amp; ain’t receiving half of em.. is it bc I ain’t updated my shit?! @115858 y’all get on my nerves.,,
c19e786d965538b685f2b7f6bd2d47b7,"battery is draining pretty fast with iOS 11, fix it please",,
c0e7bfae20927be4f9d0f1a2786e1b40,why have I lost all my photos now @AppleSupport ??? U guys are dodgy man,,
936c9027d051ccb6a1b5af2b355cc0b1,Ignore - fixed it. Phone had to be restarted for now playing to pick up what was playing as well my health/activty data to sync 🤔,,
be79874f9243c1b4006c56941c10fd54,"After updating to 11.0.2 my phone is super, super slow, freezes, battery runs down faster! Not happy whatsoever😡 #PleaseHelp",,
542a49be5418f41962d98f04f9100ae2,Seeing lots of same posts. Fix @AppleSupport please! Samsung UHD is so dull with new Apple TV 4k HDR 10 enabled. Colors are dull. :( #Apple,,
a3f62d4358a32a656b244d8354774a10,Then i went into the settings removed old finger prints tried adding new ones but thats not working as well..,,
f416236c50981a3a8a8157cf07437812,you guys are really killing me with this messed up ISO update....🙄it took me 45 mins to write this since my phone KEEPS FREEZING!!!!,,
3879a5a03490a3e23db0cd6cce34d01a,"And this morning there is no sound when I phone someone on my @115858 iPhone7 with iOS 11.0.1. Naturally, a reboot fixes this. Sigh.",,
003b96a748bd804287069e075bba8391,I really hate the new #applenews as I don’t get news only on topics I like but other stuff I don’t want @AppleSupport @115858,,
f4a45c9804c700941775b9404923ba10,Yes it has been happening now for a number of months,,
63e0b4fbf67cfe5ebfa5f94186a9dda0,can I watch the “files” on iCloud like movies I have on my desktop of my MacBook Pro from new Apple TV 4K lke I can on iPhone?,,
f5b861c3323a1f9a3a4e721e48926295,I think there might be something wrong with my iPhone 7 Plus battery. It's dying quickly. Possible to run remote diagnostic?,,
80073a132910bb6d61385a4f2ab6bd8f,Yo @AppleSupport since these updates my phone works aswell as a house brick!! Sort this shit out!!,,
828a56a797a73e9580d0f699ae356253,@115858 another victim of iOS 11 - the screen on my 6S+ just went black but it's still on and now I'm stuck with the bill #wtf,,
35b904f5acd8e0c5ff954bdf61c93f79,My wireless @118845 have messed up on me again. This is the 2nd pair in 3 years. Thinking of going EarPods next.,,
75b930ec11c56a7b84a94580606b2f92,fix iOS 11 killing my battery,,
16dce148a122809a650e8802ac0b7317,A turtle runs faster than my phone.. Bugs 11 sucks #iOS11 #ios11update @115858,,
dc18490b366988701f6fa24cad2a9a23,Why when you exit Notes (not close the app) does it refuse to leave you off at the last point the cursor was at?? #infuriating,,
df2067793f4c14f9837da138211e259e,"any way to downgrade to IOS 10 again?! my iPhone 7 is hanging , no sound, bluetooth failure, .. please help me @AppleSupport",,
31d728df8962d446b250cb5d3f3f3c01,@302811 It is a joke this is by far the worst iOS ever 11.0.3 dosent fix anything,,
afddc2b58bd200d994f9ddd0d2afc716,Isn't this usually where it indicates if I have caps long on?,,
a36401c1cdbb5d527158dcd6fd28a03c,5S,,
9a21911acaafd1168f75a187b9830145,My receipt is from Apple and it says ordered from iTunes.,,
a0f221d3c5a01c157dbed8156a6faa23,I got a notification at 0901 but nothing for messages received at 1048 and 1057,,
8bb9207fa0d6c72222806e2aeadb9d39,"yes, I’m charging my iPhone 7",,
ccd548b71182e9b42fddf160c7f9c23f,All my apps are currently up to date,,
537ab77c52616428875282a905ecd8c3,"Yes, we restarted the phones. And that does very often since the last update. We had never had this problem under IOS 10.x.",,
37d89694c14a3c786b82103c739a194f,"Okay, great I promise that I won’t be say “fuck” &amp; “shit” and other that has gotten me into trouble before in a more private discussion, ok.",,
b4a81b7c9e33691a0fffa3401d4f4145,"Guys, the new update is making my apps crash and its too slow, and its heating up my phone, so plz fix it up 😊",,
2a13e1f6ac5c0a5a066d76e34be9707c,Hello @AppleSupport - is there a way to have macOS Safari not do anything on ⌘-1 through ⌘-9? In this setting it opens favourite bookmarks https://t.co/CpsTUlteWO,,
31d728df8962d446b250cb5d3f3f3c01,u better fix the battery program in the ios11 update. I have to recharge my battery 3 times in a day. And i’m sick of it..,,
3627294d72512c4456613e3beffc1509,"My phone bugs out on every single app and command now, thanks. You guys rock @115858 #ios11",,
c9ca8b1f377cbd99ccee78a3b2677e36,"I did removed the profile and reinstalled 11.0.2 but it drains battery real fast on my iPhone 7 Plus, thinking about going back to 11.1 beta",,
e67ed2c1fbf2f7c871bf0a873e511a54,My phone has been freezing between apps ever since IOS 11 update @115858,,
1b37f785a2111f4b078f478679406726,you have misspelled a word in your page. https://t.co/hyI1LQMDB0 https://t.co/G1QagdgsOl,,
5a84216018a46d06c90d21b510a5c181,Have Sent a DM with multiple screenshots of all the glitches I’m facing in this past 3hrs since IOS 11.0.2 update #ios1102 #crashes fix it,,
f6f41548785a737cd2799bda54858c80,"Thanks! As predicted, 10.13.1 seems to have taken care of a lot of things. Will DM if I see issues persist.",,
092026fe961a00305cab4eec032c947f,@AppleSupport iOS 11 sucks. Ever since I updated to it my phone runs super slow and my battery life has greatly decreased. #NotGood,,
226c359b8e5cfbe0c866fdd2077d6eae,"If you value a stable MacBook, don't upgrade to macOs High Sierra. It crashes on every sleep. _every sleep_ @AppleSupport",,
8f62adc9147977866a0422e1eb725273,your latest update jacked up my IPhone! Thanks a lot !!!!!😡😤,,
074933efde2baa78e0cdfe45145ae41a,corrige na atualização a bateria aí p nois,,
6c1fd19a09287d2f49f229ffe02ca56c,😡😡😡😡 FIX THE SOFTWARE ALREADY. IM OVER IT😤😩😡😡😡😡😡😡😡😡😡😡😡😡😡😡,,
e64719f2e00154ad8498ef439ee4ef07,Thank you for killing my battery life @AppleSupport . I should have never upgraded to iOS11 Do you test anything before it’s released?,,
37407a8da7d704f0c03d9feb50cabf53,y’all need to get your shit together. I can’t even update my fuckin apps now that I updated my phone!,,
bd2f23d78251caa5f14f873f06a6eccc,"@115858 @116333 @19731 I updated my phone on ios 11.0.2 &amp; my phone is getting hang &amp; frozen, working very slow",,
fb3d5854ef63d7abef8088cb9708698b,Everyday tasks are taking longer. Sending a link to the app store via iMessages takes about a minute now.,,
22ff40c4e8a14764944032b270c12138,Please tell your software engineers that users must have capability to reset Safari. - It should be easy for users to do that.,,
0d679e833f8a4bb0dfab8d6f75d8f637,why is my battery dying now after I downloaded the new update!? New addition to the update...,,
d3b6ea6125e2e34c6cf75ab388ca5a13,What’s the plan for increased battery life? I literally went from 78% to 39% in an hour. #iphone #apple 📱🔋,,
3c9593c1917914cac849ddf5c2e53639,"Yup, it’s even running on 11.1 (beta) now 😅",,
8083be4533f58fe9a6b2a9e10cb90e20,Contact you through here?,,
cab5711848a1338965cac3a26d59c581,https://t.co/eSPXs1CFGA,,
7e54acb72f2bb64490bef35fa547960a,https://t.co/xcLtqG6HBS,,
06f7a60403dc5a9b6942380eb2583b05,The newest IOS,,
e0db5fa8f90d52f42fe4f600fa081244,"No, it’s nothing I am doing, nor should I have to mess with settings that have had zero impact on battery life previously...",,
7a20087fac86232883537cab45c0a6c9,The newest. High Sierra.,,
962b6d02a6804215193a303f463522c7,Thank you,,
c7eb510eb07fda7484d822cea86ecf06,ios 11 literally the worst ios update ever! My 7+ battery needs to be charged twice a day now 😡@AppleSupport @115858,,
0cca95c422a98097f0f9d199ec771d02,It’s set to never,,
ee36135293a8dd614463c8f739e4c868,I got it working. Thanks for the offer.,,
e8e82fa63fa2fab5442eea722ef7e95b,Yep. In car it's just the cable. To my Kenwood setup in USB mode with radio on. 1.5 hours drive.. enough change for entire day..,,
de5273d9769834b99c6f24db401e76e7,100292323307 here’s the case number feel free to look it up,,
bc9fe50dca1f8e538a75c6128b448b24,Good morning. Why is my battery running out so quickly? Update 11.0.1 is killing my battery. @AppleSupport,,
6bbba47e92242f1f3336d635d7ac0667,@AppleSupport What’s Up?! My phone has been crazy since the update. Stalled apps and this keeps happening! ???? Very disturbing! https://t.co/cqvELro1Pg,,
0609174c75e6a0e1bb7393787517ea0c,New ios 11.0.2 still does not resolve Mail app issues!! Cannot connect to Microsoft office exchange without searching for ages,,
7c7805195f26959cc71528ac3ce86521,I just wrote an email to @116333 that I'm sure he probably won't read but made me feel better to write.,,
5a84216018a46d06c90d21b510a5c181,"updated to IOS11.0.2 is worse the IOS 11.0.2, facing many glitches on my ip7 all 3rd party apps freezes&amp; battery drains in 3hr",,
c9956f6a33ca8447220e8dcb9b97d5cd,why is my phone constantly freezing? help??,,
3c8742f4474e398d41c24974e309bdde,phishing scam? https://t.co/svlDYhwww9,,
40a123ce616f0676d3a16f40fa8590a1,"Thank you, but this drains the battery, let me on when i need it why it is automatically turning on",,
04883678dc17c298c0b2db52f059af41,ur last update has issue with wifi mode it’s turn on automatically even if u switch it off especially when u press the main button,,
4c1f5757e7608d2c8cd5362c9f6c28e0,"That’s not it, and calling your Apple Care just made it worse",,
d514dd4ab63af770077de99e31edbeb8,"Over the last year @126's added useful features to help make its app safer for all, but its 17.0 iOS update is a step backwards.",,
b49113e4c791aa4d4783e42a5e31b291,why is my screen turning blue? 🙃,,
aacc3a52e48313922079b6d773bd0611,@116333 on iPhone 6 with iOS11 I'm facing performance &amp; battery issues. Phone's acting like a sloth while binging battery.,,
73efe4cbcddc4f161d49d20da3499ce5,Lost all playlists from iPhone following update. Anyone got a fix? @115858,,
60ecf8fa3557ced4c87cd44a186d45d4,hi i have a question about a product I own that is currently getting repaired by you guys please dm as it's private matter,,
eb50c191c77b8e23a5d2534b8814e1e1,"Dear @115858 why must your phones be such a pain to restore? Sincerely,Android give me no problems",,
c14c638c970af3a2b7d76f21a5022b6a,@AppleSupport IPhone 6s Plus,,
16729064d650561a51139c65f54d0317,Why does this keep happening? Is my phone being hacked? @ATT @115858 #help https://t.co/jhr9jJZqku,,
f01c60da29f59a155caf3f3020f96d28,@AppleSupport Software update now battery don’t even do a day Terrible update don’t do it abs,,
ef2072b9a83210212555674eba529d4b,any way to check my iPhone SE's battery status?,,
cc8fea5a8b5b104a0a7dfbf38feef066,I believe previous behavior would disable WiFi if you disabled from swipe up menu.,,
2c88906c3b3050da7587325efd56b7ed,can you come out with an update that doesn’t make my phone freeze 🙄 thanks.,,
a459470a2e547f82ac361341a61fa2bf,my phone keeps freezing and apps keep crashing since I updated to 11.0.2 last week!,,
d6d61bc791efcccbebebdcc0c5024806,My phone got 10x slower and freezes up after updating it.... 🤔 @115858,,
579e36bbb6a9e320dd2fa517b3d95409,This is the error that shows after I run first aid. Please assist urgently @AppleSupport https://t.co/NLQdC4kLZN,,
7bbc77afb3cc34db4310db489307a5fd,I have call the apple assistancebut they cant do anything they just told me wait new update .....,,
aef081b11552c1e4051ec952895c4a5a,It appears to have cleared up. See DMs for more info,,
a0c51eb354988e256af01dfa8aeb621c,@115858 You really need to fix this issue real quick.,,
9e48ed61a4d7faf87eeabe0f316d89fa,faites quelque chose svp ça devient limite un exploit d’écrire un sms ou un tweet avec un iPhone 5s sans que ça bug,,
3b90e8e19d01f732b858d85fd31176bd,"IOS 11.0.2 apesta, actualice y tengo falla de apagado, reinicio, batería y sobrecalentamiento.",,
ca968fc5bcb1212f21fbb4dc5b655bdc,is there a way I can un-update my phone. The issues with the new update are unbearable.,,
b36d5962552f29ee25321a8c2f4234ee,"""Your iPhone could not be activated because the activation server cannot be reached."" https://t.co/oqivqksL8E",,
0fb58c006f81032147aa5582c3eb7148,wtf did updating do to texting?!?!? #nothappy 😤,,
26fcbf6e4a07f34a1b5538bb3f23ef8e,"iphone having ISSUES after updating to ios 11. Eg. freezing, needing to be restarted CONSTANTLY. vol not working @AppleSupport pls help.",,
9bb9e10b64478c26ec19548e61d0b2d3,"no se q está fallando, mi cel o fue la actualización. Se congela, no me permite hacer llamadas o se apaga 🤦🏻‍♀️",,
c366fd25ea84e09fd2e7216d2a5dbcff,"Hey Thanks for picking this up, sent the details across.",,
44a0a005daad4f8d93664ea57578c698,how am i️ just seeing this now omfg,,
e68040835675bbe4ec9f29fa5ad63f63,What more do you need to know? I was able to do it until iOS 11...now I can’t,,
d224cf9b80ea3b8eaae626355da3f117,I've been waiting a full whole day to get help. I'm on vacation and on Aruba it's limited for help for you guys.,,
749756fbdec17b0a8d94090526ae2b4e,i was just wondering how you get rid of the padlock icon at the top right of the screen? https://t.co/8YQiB4R4sl,,
86535a1d26afa18609e324804b076070,"Yes, i get progress reports, but i don’t get any of the stand reminders :(",,
32acbc3b076aaeaabdf6db784e722ba6,I have been locked out of my account for 5 days and now it says 23 days. I want this canceled,,
da1d4b6452afe98631b8d65d519e6add,it’s obnoxious how i have a brand new iphone 7+ and my battery fully drains in a few hours. i spent so much money on this,,
4a075af783a0134948405681d01e8f6e,"7+, 11.0.2",,
d1f1dd62aa00d7b222c7e13dc7babc1c,I can’t call ppl half the time on my iPhone 7. If you don’t fix it ASAP I will switch to @117159,,
76648b1554c75b700c07d30e5b177bfb,Yes when we both take Live Photo’s it pops up on both of our screens,,
3ab485027286795a5b4a97f2b11edc29,@162103 True story mason,,
bc4bb2501285122ff38f5471ceff3bc8,"This doesn’t fix my issue, my screen rotates when I DO NOT want it to...",,
1ecb483875d08a70b4c785da716a2ce4,i‘m using an iPhone 7 plus.,,
a65d3bac2d287d16d3cb71f22aaf9ff3,"Umm @115858 why the heck is are my sounds not working when everything is turned up, and the switch is set to be ringing??? Hmmm???",,
0c3a9050e82e272e7f1aa864dd7a9b3d,Only a third of written being sent,,
362182a48a631625060a013de07c0d39,yes. It doesn’t even open completely.,,
d56f8723858e75b213f04efa16527108,No...im not going to DM ..lets talk here only.,,
a36401c1cdbb5d527158dcd6fd28a03c,My phone has completely froze six times since the new OS. Now twice since the latest update. Never a problem before.,,
7227c17e97a60b9a25b0de63aae8e233,#iOS11 messed up my phone nd ur India support is equally pathetic. On hold for 20 mins to listen ur music. #AppleFails,,
4b97244fa455ef7dff711feb5ea5a3bc,@115858 @AppleSupport Will you please take my money? I’d like to listen to music and watch movies on Netflix but you don’t want me to,,
3caa9ff1cbd48c8bd5552d27772f6972,@AppleSupport meu iPhone está vibrando sozinho e sequências fora do comum. Pode isso? Peço ajuda por favor.,,
ef4d342aba85c8fbbdddf488ec8ba775,Both of the network’s[Wifi and cellular] have a speed of 4-5 mbs,,
ff06d9391b182a045fb81135b358072e,@AppleSupport I sold my iPhone 7 Plus iOS 11 crippled it. I have the iPad mini 4 that I got the end of June well I have to keep this for work. If not I,,
239f471a4d950a0d20683e8a418a66ff,Still getting this bug...please fix this @115858 @AppleSupport @115858 https://t.co/jmUc6MtKqo,,
e14ad9e086ead56bec18117f4541fad7,2/2 song from itunes https://t.co/xJ1yBfxuvJ,,
0283845f8f72ebd884f5051c02e3990f,Like what is the toggle in the control center even doing if I'm not disabling it wholesale? (And why is there an option to disable cell?) 🙅🏻,,
cb88ade6aee4724a71ff464f645a2c2a,Yes tried a new chord and wall adapter still nothing,,
663a6a71b8439ef998d365adb6e0952b,It shows that it is not charging in the case. This happens 80% of the time. The other 20% it will charge (sometimes with me having... (2),,
